project,file,loc,nclones,nsequences,maxseqlen
koreader,koreader/frontend\ui\widget\multiinputdialog.lua,156,40,0,0
koreader,koreader/frontend\ui\widget\naturallightwidget.lua,433,231,0,0
koreader,koreader/frontend\ui\widget\notification.lua,145,7,0,0
koreader,koreader/frontend\ui\widget\numberpickerwidget.lua,283,49,0,0
koreader,koreader/frontend\ui\widget\openwithdialog.lua,194,58,0,0
koreader,koreader/frontend\ui\widget\overlapgroup.lua,87,25,0,0
koreader,koreader/frontend\ui\widget\pathchooser.lua,145,66,0,0
koreader,koreader/frontend\ui\widget\physicalkeyboard.lua,172,19,0,0
koreader,koreader/frontend\ui\widget\progresswidget.lua,198,72,0,0
koreader,koreader/frontend\ui\widget\qrmessage.lua,114,5,0,0
koreader,koreader/frontend\ui\widget\qrwidget.lua,54,8,0,0
koreader,koreader/frontend\ui\widget\radiobutton.lua,176,26,6,4
koreader,koreader/frontend\ui\widget\radiobuttontable.lua,162,22,0,0
koreader,koreader/frontend\ui\widget\rectspan.lua,15,0,0,0
koreader,koreader/frontend\ui\widget\screensaverwidget.lua,94,9,0,0
koreader,koreader/frontend\ui\widget\screenshoter.lua,103,7,0,0
koreader,koreader/frontend\ui\widget\scrollhtmlwidget.lua,211,132,0,0
koreader,koreader/frontend\ui\widget\scrolltextwidget.lua,329,66,0,0
koreader,koreader/frontend\ui\widget\skimtowidget.lua,419,344,9,4
koreader,koreader/frontend\ui\widget\sortwidget.lua,535,305,5,6
koreader,koreader/frontend\ui\widget\textviewer.lua,280,39,0,0
koreader,koreader/frontend\ui\widget\timewidget.lua,225,37,0,0
koreader,koreader/frontend\ui\widget\toggleswitch.lua,255,31,0,0
koreader,koreader/frontend\ui\widget\touchmenu.lua,908,257,0,0
koreader,koreader/frontend\ui\widget\trapwidget.lua,161,12,0,0
koreader,koreader/frontend\ui\widget\verticalgroup.lua,78,25,0,0
koreader,koreader/frontend\ui\widget\verticalscrollbar.lua,116,27,0,0
koreader,koreader/frontend\ui\widget\verticalspan.lua,14,0,0,0
koreader,koreader/frontend\ui\widget\virtualkeyboard.lua,912,488,0,0
koreader,koreader/frontend\ui\widget\widget.lua,75,3,0,0
koreader,koreader/frontend\ui\wikipedia.lua,1393,267,3,4
