project,file,loc,nclones,nsequences,maxseqlen
koreader_t1,testdir/koreader/frontend\ui\data\keyboardlayouts\pl_keyboard.lua,51,168,0,0
koreader_t1,testdir/koreader/frontend\ui\data\keyboardlayouts\ro_keyboard.lua,86,6,0,0
koreader_t1,testdir/koreader/frontend\ui\data\keyboardlayouts\ru_keyboard.lua,112,6,0,0
koreader_t1,testdir/koreader/frontend\ui\data\optionsutil.lua,146,50,0,0
koreader_t1,testdir/koreader/frontend\ui\data\settings_migration.lua,55,5,0,0
koreader_t1,testdir/koreader/frontend\ui\downloadmgr.lua,64,0,0,0
koreader_t1,testdir/koreader/frontend\ui\elements\avoid_flashing_ui.lua,12,0,0,0
koreader_t1,testdir/koreader/frontend\ui\elements\common_info_menu_table.lua,91,10,0,0
koreader_t1,testdir/koreader/frontend\ui\elements\common_settings_menu_table.lua,724,116,0,0
koreader_t1,testdir/koreader/frontend\ui\elements\file_ext_assoc.lua,77,17,0,0
koreader_t1,testdir/koreader/frontend\ui\elements\filemanager_menu_order.lua,177,0,0,0
koreader_t1,testdir/koreader/frontend\ui\elements\flash_keyboard.lua,12,1,0,0
koreader_t1,testdir/koreader/frontend\ui\elements\flash_ui.lua,11,0,0,0
koreader_t1,testdir/koreader/frontend\ui\elements\font_settings.lua,89,5,0,0
koreader_t1,testdir/koreader/frontend\ui\elements\mass_storage.lua,75,2,0,0
koreader_t1,testdir/koreader/frontend\ui\elements\menu_activate.lua,70,3,0,0
koreader_t1,testdir/koreader/frontend\ui\elements\menu_keyboard_layout.lua,32,4,0,0
koreader_t1,testdir/koreader/frontend\ui\elements\reader_menu_order.lua,223,0,0,0
koreader_t1,testdir/koreader/frontend\ui\elements\refresh_menu_table.lua,123,16,0,0
koreader_t1,testdir/koreader/frontend\ui\elements\screen_android.lua,188,79,0,0
koreader_t1,testdir/koreader/frontend\ui\elements\screen_color_menu_table.lua,19,0,0,0
koreader_t1,testdir/koreader/frontend\ui\elements\screen_disable_double_tap_table.lua,17,1,0,0
koreader_t1,testdir/koreader/frontend\ui\elements\screen_dpi_menu_table.lua,143,62,0,0
koreader_t1,testdir/koreader/frontend\ui\elements\screen_eink_opt_menu_table.lua,35,0,0,0
koreader_t1,testdir/koreader/frontend\ui\elements\screen_rotation_menu_table.lua,148,35,0,0
koreader_t1,testdir/koreader/frontend\ui\elements\screensaver_menu.lua,244,48,0,0
koreader_t1,testdir/koreader/frontend\ui\elements\waveform_level.lua,36,0,0,0
koreader_t1,testdir/koreader/frontend\ui\event.lua,43,0,0,0
koreader_t1,testdir/koreader/frontend\ui\font.lua,400,42,0,0
koreader_t1,testdir/koreader/frontend\ui\geometry.lua,433,86,0,0
koreader_t1,testdir/koreader/frontend\ui\gesturerange.lua,69,1,0,0
koreader_t1,testdir/koreader/frontend\ui\hook_container.lua,101,76,0,0
koreader_t1,testdir/koreader/frontend\ui\language.lua,161,6,0,0
koreader_t1,testdir/koreader/frontend\ui\menusorter.lua,222,85,0,0
koreader_t1,testdir/koreader/frontend\ui\message\filemessagequeue.lua,52,1,0,0
koreader_t1,testdir/koreader/frontend\ui\message\messagequeue.lua,79,31,0,0
koreader_t1,testdir/koreader/frontend\ui\message\streammessagequeue.lua,89,7,0,0
koreader_t1,testdir/koreader/frontend\ui\message\zyremessagequeue.lua,45,6,0,0
koreader_t1,testdir/koreader/frontend\ui\network\manager.lua,691,112,0,0
koreader_t1,testdir/koreader/frontend\ui\network\networklistener.lua,209,27,0,0
koreader_t1,testdir/koreader/frontend\ui\otamanager.lua,495,26,0,0
koreader_t1,testdir/koreader/frontend\ui\plugin\background_task_plugin.lua,38,0,0,0
koreader_t1,testdir/koreader/frontend\ui\quickstart.lua,117,3,0,0
koreader_t1,testdir/koreader/frontend\ui\renderimage.lua,299,31,0,0
koreader_t1,testdir/koreader/frontend\ui\rendertext.lua,322,60,0,0
koreader_t1,testdir/koreader/frontend\ui\screensaver.lua,690,136,0,0
koreader_t1,testdir/koreader/frontend\ui\size.lua,103,51,0,0
koreader_t1,testdir/koreader/frontend\ui\timeval.lua,158,5,0,0
koreader_t1,testdir/koreader/frontend\ui\translator.lua,805,191,0,0
koreader_t1,testdir/koreader/frontend\ui\trapper.lua,678,175,0,0
